component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.995675802230835
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.2928734421730041
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9990689754486084
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8647210597991943
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9953424334526062
5	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4265094399452209
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8924314975738525
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9950262904167176
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7070806622505188
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.570315420627594
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.641709566116333
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4806528091430664
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4661888480186462
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.2665455341339111
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7135872840881348
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8558592796325684
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5981442928314209
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6246784925460815
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8118393421173096
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7061388492584229
