component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9731407165527344
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999839186668396
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9993847608566284
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9916847944259644
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9675040245056152
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9940633773803712
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9996733665466307
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9882068634033204
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6767567992210388
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9585210680961608
10	ica	Independent Component	bad	n/a	ICLabel	n/a	heart beat	0.517742931842804
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7951974272727966
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4731358587741852
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5356868505477905
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8477096557617188
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4551431238651275
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8890298008918762
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.497245728969574
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9145312905311584
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6593695282936096
