component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9723535776138306
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.998561143875122
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997036457061768
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9995524287223816
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5816404819488525
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9992619752883912
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8450297117233276
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9843732118606568
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6871873736381531
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9021865725517272
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6505669951438904
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3812375664710998
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6610350608825684
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9319305419921876
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8415453433990479
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8027551174163818
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7714048027992249
17	ica	Independent Component	bad	n/a	ICLabel	n/a	heart beat	0.503463089466095
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4470086395740509
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4489137530326843
