component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9937554001808168
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9992579221725464
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.987227976322174
3	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9450196623802184
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995704293251038
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5245267748832703
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999984085559845
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.996923327445984
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999120235443116
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3385156989097595
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.649036705493927
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6481737494468689
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3589480817317962
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8359552621841431
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9668869972229004
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4721464812755584
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6004847288131714
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5495935678482056
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.993016481399536
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9937784671783448
