component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9866622686386108
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995652437210084
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.994881808757782
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.940855085849762
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4713380932807922
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.981850564479828
6	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7936837077140808
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9996105432510376
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999234676361084
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9981509447097778
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4484654068946838
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9781690239906312
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.929387629032135
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4657249450683594
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9926418662071228
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.3918198943138122
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8336294293403625
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.976405918598175
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6492785811424255
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6892880201339722
