component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9980119466781616
1	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7115103006362915
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.997415006160736
3	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9037540555000304
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9981803894042968
5	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4238626360893249
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.994939148426056
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8759648203849792
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7461738586425781
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9694256782531738
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.928156852722168
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6695786714553833
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9164897799491882
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6413962244987488
14	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9611968398094176
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8877500295639038
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9511488676071168
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5225438475608826
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5093379020690918
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5512348413467407
