component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.99670672416687
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4716268479824066
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995672702789308
3	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9763584136962892
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.995098352432251
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7054516077041626
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9736511707305908
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9791733622550964
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.591397762298584
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7102906107902527
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9617426991462708
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6868638396263123
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8278845548629761
13	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7728219628334045
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.841803252696991
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9704812169075012
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6253881454467773
17	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6511996388435364
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6578184962272644
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5521771907806396
