component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9925338625907898
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9961373209953308
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998774528503418
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.950575053691864
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9572154879570008
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.729962170124054
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999588429927826
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998152256011964
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9992772340774536
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8243232369422913
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9991025328636168
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5597240924835205
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6471239924430847
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5553865432739258
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9401079416275024
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4091321229934692
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6338892579078674
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5497859716415405
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7556862831115723
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.529994547367096
