component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.989068567752838
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.983352780342102
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997348189353944
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9979188442230223
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9875662326812744
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7751035690307617
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.996598780155182
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999869465827942
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3523321747779846
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8218591809272766
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9494974613189696
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9887324571609496
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.597488522529602
13	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5969892740249634
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6069236993789673
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9805220365524292
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.810359001159668
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4717625975608825
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7822202444076538
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.3927172124385834
