component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9232661128044128
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8148593902587891
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9835877418518066
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9899500012397766
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.914961576461792
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9881329536437988
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4203258156776428
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9483059644699096
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9691673517227172
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4298149943351745
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7198429703712463
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9571546316146852
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3555767238140106
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6408787965774536
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8026114702224731
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8516371250152588
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6612482070922852
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9346796870231628
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9827253222465516
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6438049674034119
