component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9623955488204956
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9452213644981384
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7868326306343079
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9926668405532836
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.979098618030548
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.99505215883255
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8586851358413696
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8454602360725403
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.974162220954895
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.350817322731018
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6025608777999878
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8496664762496948
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9983901977539062
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.799656093120575
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9447560906410216
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6969690322875977
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8291274905204773
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9856123924255372
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8050017356872559
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4060015678405761
