component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9837266206741332
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9436599612236024
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.978437602519989
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9841876029968262
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.958992838859558
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8596411943435669
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7064629197120667
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9765453934669496
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6170993447303772
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6441234946250916
10	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4389435946941376
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6832888126373291
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4651457071304321
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7199890613555908
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4635323882102966
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7910450100898743
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.794926106929779
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9439426064491272
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7862349152565002
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8476409912109375
