component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9952548742294312
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9957363605499268
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9767858386039734
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997170567512512
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8637564182281494
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.993453085422516
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9662034511566162
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9821307063102722
8	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.630970299243927
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9936613440513612
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9695976376533508
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9961951375007628
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8919124007225037
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5919370651245117
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6978805065155029
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8368912935256958
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.620558500289917
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4955654740333557
18	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8450877070426941
19	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8502513766288757
