component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9848071336746216
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9975184202194214
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9947872161865234
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9983474612236024
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9984694123268129
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9404430389404296
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999908208847046
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9994022250175476
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9946534037590028
9	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4449390470981598
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9783791303634644
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4943466782569885
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8502255082130432
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7929161787033081
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5840147733688354
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5733546614646912
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4619657099246979
17	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.919714093208313
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3749125599861145
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5689708590507507
