component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9876558780670166
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.998577356338501
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9971844553947448
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9965550303459167
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9977311491966248
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9774242043495178
6	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5896356701850891
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9924216270446776
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999984860420227
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6038419008255005
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8363433480262756
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4692109525203705
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4969372749328613
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.566723644733429
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7694008946418762
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.340945154428482
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4795588850975036
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4964867830276489
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8122201561927795
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5039713382720947
