component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9761934280395508
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998212456703186
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9989079236984252
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9994797706604004
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.987430453300476
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9990107417106628
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9481515884399414
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.678840160369873
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9986494779586792
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4828932881355285
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9063650369644164
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9993537068367004
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9372285604476928
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6130725741386414
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9499604105949402
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6345841288566589
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5270065665245056
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6914913654327393
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7570346593856812
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8015786409378052
