component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9802557826042176
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9996106624603271
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9996987581253052
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997088313102722
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.639326810836792
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999977171421051
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.901403784751892
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9905450344085692
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9957338571548462
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999364972114563
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999281406402588
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9531734585762024
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999523162841796
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8319059610366821
14	ica	Independent Component	bad	n/a	ICLabel	n/a	heart beat	0.7895683646202087
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5426687598228455
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6946153044700623
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9694329500198364
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4344158172607422
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8661044836044312
