component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9732102155685424
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999783039093018
2	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4964998662471771
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999605119228363
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999622702598572
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9966442584991456
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8318684101104736
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999906837940216
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999344348907472
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6155753135681152
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5499458909034729
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7871779203414917
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9949434399604796
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.496819794178009
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5937495231628418
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5581616163253784
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5340215563774109
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.802280604839325
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9281025528907776
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6810266971588135
