component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9452024698257446
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997313022613524
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.888244092464447
3	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9181840419769288
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9770925045013428
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9968929886817932
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9905568361282348
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.991741418838501
8	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6180899143218994
9	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8474949598312378
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9065024852752686
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6024754047393799
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9519066214561462
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6563066244125366
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3856130242347717
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5055118203163147
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7705739736557007
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6901033520698547
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7808515429496765
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8303031921386719
