component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9543961882591248
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995431900024414
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9950528144836426
3	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.888051450252533
4	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7713351845741272
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8760196566581726
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9824345707893372
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6588834524154663
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8733582496643066
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9759453535079956
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9900354743003844
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999232828617096
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.92092764377594
13	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.575481653213501
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.897017240524292
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6077477931976318
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7398998737335205
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5799490213394165
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4858683943748474
19	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.567887544631958
