component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6128736734390259
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6382470726966858
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4441297948360443
3	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7647233605384827
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9669623374938964
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.631295919418335
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8890630602836609
7	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4865691661834717
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4767174124717712
9	ica	Independent Component	bad	n/a	ICLabel	n/a	line noise	0.6977749466896057
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9725821018218994
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.652732789516449
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7150388360023499
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9616940021514891
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3063667714595794
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7506951093673706
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6977798342704773
17	ica	Independent Component	bad	n/a	ICLabel	n/a	line noise	0.4479129910469055
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.964905858039856
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7093206644058228
