component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9836283326148988
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998267889022828
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9948043823242188
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5046148300170898
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9365553259849548
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9305586814880372
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9822083115577698
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5806159377098083
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5827804803848267
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4791406989097595
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9895188212394714
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8940081596374512
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.984534740447998
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5094075202941895
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4607788920402527
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9511213302612304
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7103075981140137
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7202789783477783
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6356353759765625
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7485904693603516
