component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9957910776138306
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9613807201385498
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9345134496688844
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7972508668899536
4	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9810941815376282
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9246347546577454
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9197685718536376
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9977898001670836
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7885986566543579
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.736714780330658
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9963536262512208
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8503119349479675
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9922462105751038
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9342681169509888
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9137183427810668
15	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6832085847854614
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8238347768783569
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9053146243095398
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8061951994895935
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9951776266098022
