component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9956124424934388
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9946975708007812
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.99741929769516
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.997706413269043
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9914172291755676
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.665451169013977
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6267267465591431
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8822501301765442
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4966989159584045
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9963989853858948
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4494193196296692
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5962097644805908
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4925627708435058
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9372963905334472
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9901991486549376
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.781462550163269
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.592579185962677
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7616622447967529
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4564078450202942
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7632542252540588
