component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9707716703414916
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5034217834472656
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9971429109573364
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.996953547000885
4	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8547367453575134
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9985130429267884
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9903311729431152
7	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6329029202461243
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5088926553726196
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9984829425811768
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9356335401535034
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6687166690826416
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.987933337688446
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6471076011657715
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9190719127655028
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5551958680152893
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8007943630218506
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6454064249992371
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.386414110660553
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9466341733932496
