component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.995710015296936
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6711297631263733
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9990451335906982
3	ica	Independent Component	bad	n/a	ICLabel	n/a	heart beat	0.7389682531356812
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9973428249359132
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.915420413017273
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5494543313980103
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8504429459571838
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4850373864173889
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9777774214744568
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9801716208457948
11	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4693692326545715
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8289843797683716
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9952002763748168
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9445798397064208
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7850229740142822
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7781541347503662
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.969224452972412
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.3871367573738098
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3761156499385834
