component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8014888763427734
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.985676646232605
2	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9621902108192444
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9943472146987916
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7203556299209595
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9714540243148804
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9750231504440308
7	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9128034114837646
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6791966557502747
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4434723556041717
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.995470404624939
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9708388447761536
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9382604360580444
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9292455911636353
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7032461762428284
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8964161276817322
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5192527174949646
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6154595613479614
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9499973058700562
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9872126579284668
