component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9747381210327148
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9981172680854796
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9975471496582032
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.997979462146759
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9421640634536744
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999862909317015
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9492799043655396
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9780550599098206
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9866430163383484
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6526975035667419
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9603307247161864
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5059881806373596
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6617501974105835
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6672483086585999
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9955410361289978
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9722647666931152
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.761760950088501
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9875874519348145
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5509451627731323
19	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.5585274696350098
