component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9903848171234132
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9939572811126708
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6109145879745483
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8560562133789062
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9972331523895264
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9956555366516112
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9264922738075256
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8549618721008301
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.987159013748169
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.679421603679657
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5173096060752869
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8890560865402222
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9937461614608764
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9938526153564452
14	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.4182738065719604
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.917793869972229
16	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8655385971069336
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5316002368927002
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5018671154975891
19	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.6870673298835754
