component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9970808029174804
1	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.998937726020813
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7128368020057678
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997956156730652
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8555421233177185
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.858120322227478
6	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7864958047866821
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.996802031993866
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9501770734786988
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9676702618598938
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9415492415428162
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9996992945671082
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7495421767234802
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.99277526140213
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9512602090835572
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.855125904083252
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3234701454639435
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9945020079612732
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4786538183689117
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8007286787033081
