component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9974284172058104
1	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6747869253158569
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998016357421876
3	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9993645548820496
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9657679200172424
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9733045101165771
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9924468994140624
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9637039303779602
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9990361332893372
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9903177618980408
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9392879605293274
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.69476717710495
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9482035040855408
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.993493676185608
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8039722442626953
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9904699325561525
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7769004702568054
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7037253379821777
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9587053656578064
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8334485292434692
