component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9924389123916626
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9616951942443848
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9937295913696288
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9988689422607422
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9838813543319702
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995371699333192
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.778756856918335
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9928483963012696
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7425448298454285
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9870927929878236
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.754686176776886
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7486575841903687
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9335513710975648
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9116641879081726
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9867154359817504
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8841391205787659
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9980486035346984
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4911863207817077
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9949124455451964
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9011740684509276
