component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9940196871757508
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999715089797974
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999195337295532
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8790940046310425
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999414324760437
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.917230188846588
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9338356852531432
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9891970157623292
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4399822950363159
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7158560156822205
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9746335744857788
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9815579652786256
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9813711643218994
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7385101318359375
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3872932195663452
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9248218536376952
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8083183765411377
17	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5804826021194458
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9221267104148864
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6778279542922974
