component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9902686476707458
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9988178610801696
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9994993209838868
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9878996014595032
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8006945848464966
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999518394470216
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.990679919719696
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9993022680282592
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9966001510620116
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9960577487945556
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4955427348613739
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.861941397190094
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9575205445289612
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8547313809394836
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5047407746315002
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4706086218357086
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9990553855895996
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9815499782562256
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9790648818016052
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6617843508720398
