component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5820652842521667
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6990403532981873
2	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7350509762763977
3	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6454999446868896
4	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.987342894077301
5	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8366090059280396
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9974484443664552
7	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6751706004142761
8	ica	Independent Component	bad	n/a	ICLabel	n/a	line noise	0.3064875304698944
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6132055521011353
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8963467478752136
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8589432835578918
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5459145307540894
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6169408559799194
14	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4674859046936035
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5077417492866516
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9969896674156188
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8230704069137573
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8796373605728149
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.548052966594696
