component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8454375863075256
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.954660177230835
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9533873796463012
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9331107139587402
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9245404601097108
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8757306337356567
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9984192848205566
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8170719146728516
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8446740508079529
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9782730340957642
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8225392699241638
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9880552291870116
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8711480498313904
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9620200395584106
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9813846945762634
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5732033252716064
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8995447754859924
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9067535400390624
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8662842512130737
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9582343697547911
