component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9480208158493042
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6888611912727356
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.982523798942566
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.833097517490387
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9994412660598756
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7946338653564453
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8269479274749756
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4892861843109131
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.98746520280838
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9680626392364502
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5851619839668274
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9946002960205078
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9972498416900636
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9439718127250672
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9962968230247498
15	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7299236059188843
16	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5011899471282959
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9972559809684752
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4954020380973816
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9941099882125854
