component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9312117099761964
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9952548742294312
2	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7133142352104187
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8559248447418213
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.986381769180298
5	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8268699645996094
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9966267943382264
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4507486820220947
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5625825524330139
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6520841121673584
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9887993931770324
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9530519247055054
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8603288531303406
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6974375247955322
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8867909908294678
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4576817154884338
16	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7606164216995239
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8054019808769226
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5452345609664917
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6536581516265869
