component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9905143976211548
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9057700037956238
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.998970866203308
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9824219942092896
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9972959756851196
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.956984519958496
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7362159490585327
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9993260502815248
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9601627588272096
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.884301483631134
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.990988790988922
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5241624116897583
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7218576073646545
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9974790811538696
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6385040283203125
15	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4902203977108001
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7676984071731567
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9786103963851928
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.3273585736751556
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5544715523719788
