component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9881224632263184
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9328519701957704
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9964727759361268
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9996955394744872
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.989521026611328
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9587752223014832
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9881333708763124
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7325443625450134
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999325156211853
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8773126602172852
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9219945073127748
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9979885816574096
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4245213866233825
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.536699652671814
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5786459445953369
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.307746946811676
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8791031837463379
17	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4400451481342315
18	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.476657509803772
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3809038400650024
