component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9871866106987
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9497116804122924
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9877029657363892
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.990584671497345
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998624324798584
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9053446650505066
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9981747269630432
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999655485153198
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8928678035736084
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9290913343429564
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6465656757354736
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9789426922798156
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8582755327224731
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7360354661941528
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7772024869918823
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8875467777252197
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8708210587501526
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3976208567619324
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4951298236846924
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7270714640617371
