component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.991316556930542
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9682443141937256
2	ica	Independent Component	bad	n/a	ICLabel	n/a	line noise	0.4723530411720276
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9808267951011658
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9859867095947266
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9888272881507874
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4982641041278839
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.995413064956665
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9753686189651488
9	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6711229681968689
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9862903952598572
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9955133199691772
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8573495149612427
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.905301868915558
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6441992521286011
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9624024629592896
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9072880148887634
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3769425749778747
18	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5299808979034424
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8410971164703369
