component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.965574026107788
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9117123484611512
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9994520545005798
3	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7873395681381226
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9643402099609376
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9894147515296936
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.37188321352005
7	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6537002921104431
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.890017032623291
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6695248484611511
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8679309487342834
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4125844836235046
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3611724972724914
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.3409786820411682
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5083896517753601
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9744888544082642
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7543387413024902
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.504875898361206
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.96617329120636
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9352948069572448
