component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.969081699848175
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9050023555755616
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9984203577041626
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9954699873924256
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9693654775619508
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8615289330482483
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9830762147903442
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9855339527130128
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9570136070251464
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7934636473655701
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4708296656608581
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8713870644569397
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9140210151672364
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8876688480377197
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9894907474517822
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5750856995582581
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8622187972068787
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.925556182861328
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9765931367874146
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4635756909847259
