component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.981810986995697
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998624324798584
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.962377667427063
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9922116994857788
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995788335800172
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9946205615997314
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9857160449028016
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7742652297019958
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9939988255500792
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.594612717628479
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9456244707107544
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.922199010848999
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6455150842666626
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9603375792503356
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5735260248184204
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5675666332244873
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.703891932964325
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.757654070854187
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7885357141494751
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5798389911651611
