component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.995927631855011
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4855614602565765
2	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7590649127960205
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8497879505157471
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9996169805526732
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.986766517162323
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9992791414260864
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.960156798362732
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4705920219421386
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8891364336013794
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9814664125442504
11	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6601384878158569
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6120023727416992
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8951199650764465
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5616106390953064
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6847493648529053
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8203238844871521
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7747591733932495
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.688800573348999
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5062721967697144
