component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9972593784332277
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.3570700585842132
2	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6265471577644348
3	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6525891423225403
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.99824857711792
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999462366104126
6	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.99897038936615
7	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.684848427772522
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8321401476860046
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4566312134265899
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7742142081260681
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6290940046310425
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4503692388534546
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5207528471946716
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.835049033164978
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7498557567596436
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8887027502059937
17	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7968462705612183
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6600081324577332
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.908676266670227
