component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9943832755088806
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5140861868858337
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9967744946479796
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9960346817970276
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.996813714504242
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9942243099212646
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9963761568069458
7	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5930773615837097
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9994279146194458
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9583767056465148
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9779794812202454
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.751303493976593
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7333491444587708
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6588115096092224
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5154579877853394
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7887828350067139
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7387045621871948
17	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.6982142925262451
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9147889018058776
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9825584888458252
