component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9963658452033995
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6785835027694702
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999314785003662
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9821321964263916
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9860920906066896
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9994573593139648
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9346970319747924
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9469590187072754
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8729785680770874
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9331059455871582
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9973585605621338
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4747888445854187
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.825790286064148
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4824928045272827
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8717983961105347
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8121135234832764
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6162382364273071
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5475342273712158
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9128307700157166
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8974634408950806
