component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7090606689453125
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.543179988861084
2	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6068449020385742
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8038236498832703
4	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6508206129074097
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.995847463607788
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8023787140846252
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5699290633201599
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9536299109458924
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6058884859085083
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5446360111236572
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9550033211708068
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9933012127876282
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7847461700439453
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7873333692550659
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4483213722705841
16	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.3865162134170532
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5705487728118896
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4418283104896545
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4891310334205627
