component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.542263925075531
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9667653441429138
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.973529577255249
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3388007283210754
4	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7002109289169312
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9493681192398072
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9267505407333374
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9289981126785278
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5617013573646545
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7449658513069153
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.649941086769104
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.851516842842102
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9495495557785034
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6522902250289917
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8825283050537109
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.847678542137146
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7626256942749023
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9321810603141784
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4014751017093658
19	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.7702007293701172
