component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8226933479309082
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6384180188179016
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9174017906188964
3	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7898304462432861
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.918265461921692
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4988172352313995
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9672051668167114
7	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8435148596763611
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9903532862663268
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7013685703277588
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4585355520248413
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9416893720626832
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5781469941139221
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9061366319656372
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7610976696014404
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3718913495540619
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7356488108634949
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8115556240081787
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8057444095611572
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.440491259098053
