component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8250818848609924
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9722272157669068
2	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8417990803718567
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9933836460113524
4	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9154716730117798
5	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4893521666526794
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7982096672058105
7	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7874894142150879
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7123879790306091
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5977664589881897
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6195138096809387
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6981971859931946
12	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4549916982650757
13	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5615822076797485
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5536254644393921
15	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.6720341444015503
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.518178403377533
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8600346446037292
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3943093419075012
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7370569705963135
