component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9946343898773192
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9975168704986572
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9967623949050904
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.537621796131134
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.97224760055542
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8332583904266357
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8944085836410522
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5582336783409119
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6435122489929199
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.998194694519043
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.710163950920105
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4066193699836731
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9574691653251648
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7250548005104065
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8543714284896851
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9748964309692384
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.98415207862854
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5387651920318604
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6692491769790649
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8595110177993774
