component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9071917533874512
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9901511669158936
2	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9484118223190308
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9724681377410888
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9748610258102416
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9797996282577516
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.3922388851642608
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9299135208129884
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.887808084487915
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9967273473739624
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6955019235610962
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995551705360411
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9181208610534668
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.985940396785736
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4073714017868042
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7431125640869141
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8481773734092712
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7191439270973206
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6616500616073608
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6025177240371704
