component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.3232557773590088
1	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.5095463991165161
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6594405174255371
3	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.2842879295349121
4	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.5081363916397095
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4544763565063476
6	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.6622496843338013
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3001629114151001
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.582565188407898
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.739620566368103
10	ica	Independent Component	bad	n/a	ICLabel	n/a	line noise	0.6068258285522461
11	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.3330940008163452
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.3792264461517334
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.3978595435619354
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4406462907791137
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7826331853866577
16	ica	Independent Component	bad	n/a	ICLabel	n/a	channel noise	0.5109047889709473
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6256538033485413
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9391618967056274
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9183622002601624
