component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9967210292816162
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9993168115615844
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9991708993911744
3	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.998744249343872
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9852619171142578
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6682448387145996
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9972243309020996
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9218066930770874
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8085201978683472
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8974990248680115
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9140985608100892
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9906740188598632
12	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4377339780330658
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8673795461654663
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9849519729614258
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.545848548412323
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6900545358657837
17	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5089865326881409
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6241422295570374
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.999633014202118
