component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.987187385559082
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.998788833618164
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9989339113235474
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999746561050415
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9996520280838012
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9978618025779724
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9988375306129456
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8526262640953064
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8926367163658142
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7261185646057129
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9523674249649048
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9409081935882568
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9624422788619996
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4481278657913208
14	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6578249931335449
15	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.7659248113632202
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9927127361297609
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4136587679386139
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.963042140007019
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9811604022979736
