component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9981040954589844
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999605417251588
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9972676038742064
3	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.994556188583374
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998432397842408
5	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9800094962120056
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6933369040489197
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999480664730072
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7970269918441772
9	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.6223319172859192
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7162224650382996
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.764949381351471
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8950064182281494
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9058455228805542
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.375518798828125
15	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8865452408790588
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4291793406009674
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9551277160644532
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6754469871520996
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5440653562545776
