component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9936203360557556
1	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9994840025901794
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7081804871559143
3	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6972805261611938
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9939255714416504
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9801608324050904
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8257439732551575
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5596620440483093
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9004775881767273
9	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.4278306365013122
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9291438460350036
11	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.4727319777011871
12	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.3604248166084289
13	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9924148321151732
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8555883765220642
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8922508955001831
16	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8376691341400146
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.98594468832016
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.5763855576515198
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.695198655128479
