component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.8848334550857544
1	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6734887957572937
2	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.7429640889167786
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7610410451889038
4	ica	Independent Component	bad	n/a	Manual	n/a	heart beat	1.0
5	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.8829138278961182
6	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.915979027748108
7	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.9619193077087402
8	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6987907290458679
9	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6830713748931885
10	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.624978244304657
11	ica	Independent Component	bad	n/a	Manual	n/a	eye movement	1.0
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.998011589050293
13	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6545539498329163
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6839302778244019
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6968671083450317
16	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9896289706230164
17	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.6261643171310425
18	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9195322394371032
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7879238724708557
