component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9479268193244934
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999322772026062
2	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999926686286926
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9996280670166016
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.8298615217208862
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9999394416809082
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.998106837272644
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9949226379394532
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.569416880607605
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9998632669448853
10	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.999930202960968
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7559712529182434
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4772863984107971
13	ica	Independent Component	bad	n/a	ICLabel	n/a	heart beat	0.4583761096000671
14	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7518138885498047
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.4933574795722961
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.4310398697853088
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9947139024734496
18	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9995795488357544
19	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5810021758079529
