component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9949141144752502
1	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9997002482414246
2	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9818464517593384
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.998513400554657
4	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9995861053466796
5	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9153305888175964
6	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.901646375656128
7	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9927747249603271
8	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9972386360168456
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9970751404762268
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.980414628982544
11	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9734093546867372
12	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.6408311724662781
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.917414128780365
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8536734580993652
15	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.455404669046402
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9358240365982056
17	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7200111150741577
18	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.5666803121566772
19	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.5191249847412109
