component	type	description	status	status_description	annotate_method	annotate_author	ic_type	pred_prob
0	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.995640218257904
1	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9306796193122864
2	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9941566586494446
3	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9931097626686096
4	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7909653186798096
5	ica	Independent Component	bad	n/a	ICLabel	n/a	eye blink	0.9931418895721436
6	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9809948205947876
7	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9195964932441713
8	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9606300592422484
9	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.987349271774292
10	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8890830278396606
11	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.8027026057243347
12	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9964584708213806
13	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.9961050748825072
14	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.7373188734054565
15	ica	Independent Component	good	n/a	ICLabel	n/a	brain	0.7672582864761353
16	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.922035813331604
17	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9975213408470154
18	ica	Independent Component	good	n/a	ICLabel	n/a	other	0.5488062500953674
19	ica	Independent Component	bad	n/a	ICLabel	n/a	muscle artifact	0.9885663390159608
